date,node,cpu,int,mem,hd
2014-02-11 03:50:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 03:50:00,nodeIn01.ret.org,10.5,0.01,92.39,NA
2014-02-11 03:50:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 03:55:00,nodeId01.ret.org,8.5,0.09,91.85,NA
2014-02-11 03:55:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 03:55:00,nodeIn01.ret.org,10.5,0.02,92.39,NA
2014-02-11 03:55:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 04:00:00,nodeId01.ret.org,9,0.07,91.89,NA
2014-02-11 04:00:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 04:00:00,nodeIn01.ret.org,11.5,0.04,92.57,NA
2014-02-11 04:00:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 04:05:00,nodeId01.ret.org,9,0.07,91.87,NA
2014-02-11 04:05:00,nodeId02.ret.org,9.5,0.01,91.72,NA
2014-02-11 04:05:00,nodeIn01.ret.org,10.5,0.01,92.57,NA
2014-02-11 04:05:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 04:10:00,nodeId01.ret.org,8.5,0.07,91.85,NA
2014-02-11 04:10:00,nodeId02.ret.org,9.5,0.01,91.73,NA
2014-02-11 04:10:00,nodeIn01.ret.org,10.5,0.02,92.57,NA
2014-02-11 04:10:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 04:15:00,nodeId01.ret.org,8.5,0.09,91.87,NA
2014-02-11 04:15:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 04:15:00,nodeIn01.ret.org,10.5,0.01,92.56,NA
2014-02-11 04:15:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 04:20:00,nodeId01.ret.org,8.5,0.05,91.85,NA
2014-02-11 04:20:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 04:20:00,nodeIn01.ret.org,10.5,0.01,92.58,NA
2014-02-11 04:20:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 04:25:00,nodeId01.ret.org,8.5,0.07,91.87,NA
2014-02-11 04:25:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 04:25:00,nodeIn01.ret.org,10.5,0.01,92.57,NA
2014-02-11 04:25:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 04:30:00,nodeId01.ret.org,9,0.1,91.86,NA
2014-02-11 04:30:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 04:30:00,nodeIn01.ret.org,11,0.02,92.6,NA
2014-02-11 04:30:00,nodeIn02.ret.org,12.5,0.01,92.51,NA
2014-02-11 04:35:00,nodeId01.ret.org,8.5,0.06,91.86,NA
2014-02-11 04:35:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 04:35:00,nodeIn01.ret.org,11,0.01,92.59,NA
2014-02-11 04:35:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 04:40:00,nodeId01.ret.org,8.5,0.05,91.86,NA
2014-02-11 04:40:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 04:40:00,nodeIn01.ret.org,10.5,0.01,92.6,NA
2014-02-11 04:40:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 04:45:00,nodeId01.ret.org,8.5,0.12,91.84,NA
2014-02-11 04:45:00,nodeId02.ret.org,9.5,0.01,91.72,NA
2014-02-11 04:45:00,nodeIn01.ret.org,10.5,0.01,92.6,NA
2014-02-11 04:45:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 04:50:00,nodeId01.ret.org,8.5,0.03,91.86,NA
2014-02-11 04:50:00,nodeId02.ret.org,9.5,0.01,91.72,NA
2014-02-11 04:50:00,nodeIn01.ret.org,10.5,0.03,92.59,NA
2014-02-11 04:50:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 04:55:00,nodeId01.ret.org,8.5,0.08,91.87,NA
2014-02-11 04:55:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 04:55:00,nodeIn01.ret.org,10.5,0.01,92.59,NA
2014-02-11 04:55:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 05:00:00,nodeId01.ret.org,9,0.1,91.81,NA
2014-02-11 05:00:00,nodeId02.ret.org,9.5,0.01,91.72,NA
2014-02-11 05:00:00,nodeIn01.ret.org,11.5,0.02,92.38,NA
2014-02-11 05:00:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 05:05:00,nodeId01.ret.org,8.5,0.04,91.8,NA
2014-02-11 05:05:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 05:05:00,nodeIn01.ret.org,10.5,0.01,92.37,NA
2014-02-11 05:05:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 05:10:00,nodeId01.ret.org,8.5,0.08,91.81,NA
2014-02-11 05:10:00,nodeId02.ret.org,9.5,0.01,91.72,NA
2014-02-11 05:10:00,nodeIn01.ret.org,10.5,0.01,92.4,NA
2014-02-11 05:10:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 05:15:00,nodeId01.ret.org,8.5,0.11,91.82,NA
2014-02-11 05:15:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 05:15:00,nodeIn01.ret.org,10.5,0.01,92.4,NA
2014-02-11 05:15:00,nodeIn02.ret.org,12.5,0.01,92.5,NA
2014-02-11 05:20:00,nodeId01.ret.org,8.5,0.04,91.82,NA
2014-02-11 05:20:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 05:20:00,nodeIn01.ret.org,10.5,0.03,92.39,NA
2014-02-11 05:20:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 05:25:00,nodeId01.ret.org,8.5,0.08,91.81,NA
2014-02-11 05:25:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 05:25:00,nodeIn01.ret.org,10.5,0.01,92.4,NA
2014-02-11 05:25:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 05:30:00,nodeId01.ret.org,8.5,0.1,91.82,NA
2014-02-11 05:30:00,nodeId02.ret.org,9.5,0.01,91.72,NA
2014-02-11 05:30:00,nodeIn01.ret.org,11,0.02,92.41,NA
2014-02-11 05:30:00,nodeIn02.ret.org,12.5,0.01,92.51,NA
2014-02-11 05:35:00,nodeId01.ret.org,8.5,0.03,91.82,NA
2014-02-11 05:35:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 05:35:00,nodeIn01.ret.org,11,0.02,92.41,NA
2014-02-11 05:35:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 05:40:00,nodeId01.ret.org,8.5,0.08,91.81,NA
2014-02-11 05:40:00,nodeId02.ret.org,9.5,0.01,91.72,NA
2014-02-11 05:40:00,nodeIn01.ret.org,10.5,0.01,92.43,NA
2014-02-11 05:40:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 05:45:00,nodeId01.ret.org,8.5,0.09,91.82,NA
2014-02-11 05:45:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 05:45:00,nodeIn01.ret.org,10.5,0.01,92.43,NA
2014-02-11 05:45:00,nodeIn02.ret.org,12.5,0.01,92.51,NA
2014-02-11 05:50:00,nodeId01.ret.org,8.5,0.04,91.82,NA
2014-02-11 05:50:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 05:50:00,nodeIn01.ret.org,10.5,0.03,92.42,NA
2014-02-11 05:50:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 05:55:00,nodeId01.ret.org,8.5,0.09,91.82,NA
2014-02-11 05:55:00,nodeId02.ret.org,9.5,0.01,91.72,NA
2014-02-11 05:55:00,nodeIn01.ret.org,10.5,0.01,92.42,NA
2014-02-11 05:55:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 06:00:00,nodeId01.ret.org,9,0.08,91.81,NA
2014-02-11 06:00:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 06:00:00,nodeIn01.ret.org,11,0.01,92.42,NA
2014-02-11 06:00:00,nodeIn02.ret.org,12.5,0.01,92.51,NA
2014-02-11 06:05:00,nodeId01.ret.org,8.5,0.06,91.81,NA
2014-02-11 06:05:00,nodeId02.ret.org,9.5,0.01,91.72,NA
2014-02-11 06:05:00,nodeIn01.ret.org,10.5,0.02,92.43,NA
2014-02-11 06:05:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 06:10:00,nodeId01.ret.org,8.5,0.07,91.82,NA
2014-02-11 06:10:00,nodeId02.ret.org,10,0.01,91.68,NA
2014-02-11 06:10:00,nodeIn01.ret.org,11,0.01,92.42,NA
2014-02-11 06:10:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 06:15:00,nodeId01.ret.org,8.5,0.1,91.81,NA
2014-02-11 06:15:00,nodeId02.ret.org,9.5,0.01,91.67,NA
2014-02-11 06:15:00,nodeIn01.ret.org,11,0.01,92.44,NA
2014-02-11 06:15:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 06:20:00,nodeId01.ret.org,8.5,0.04,91.81,NA
2014-02-11 06:20:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 06:20:00,nodeIn01.ret.org,10.5,0.01,92.43,NA
2014-02-11 06:20:00,nodeIn02.ret.org,12,0.01,92.53,NA
2014-02-11 06:25:00,nodeId01.ret.org,8.5,0.09,91.83,NA
2014-02-11 06:25:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 06:25:00,nodeIn01.ret.org,10.5,0.02,92.41,NA
2014-02-11 06:25:00,nodeIn02.ret.org,12,0.01,92.53,NA
2014-02-11 06:30:00,nodeId01.ret.org,8.5,0.1,91.81,NA
2014-02-11 06:30:00,nodeId02.ret.org,9.5,0.01,91.67,NA
2014-02-11 06:30:00,nodeIn01.ret.org,10.5,0.01,92.42,NA
2014-02-11 06:30:00,nodeIn02.ret.org,12.5,0.01,92.47,NA
2014-02-11 06:35:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 06:35:00,nodeIn01.ret.org,11,0.01,92.42,NA
2014-02-11 06:35:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 06:40:00,nodeId01.ret.org,8.5,0.05,91.81,NA
2014-02-11 06:40:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 06:40:00,nodeIn01.ret.org,11,0.02,92.43,NA
2014-02-11 06:40:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 06:45:00,nodeId01.ret.org,8.5,0.07,91.82,NA
2014-02-11 06:45:00,nodeId02.ret.org,9.5,0.01,91.67,NA
2014-02-11 06:45:00,nodeIn01.ret.org,11,0.02,92.43,NA
2014-02-11 06:45:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 06:50:00,nodeId01.ret.org,8.5,0.09,91.81,NA
2014-02-11 06:50:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 06:50:00,nodeIn01.ret.org,10.5,0.01,92.42,NA
2014-02-11 06:50:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 06:55:00,nodeId01.ret.org,8.5,0.05,91.81,NA
2014-02-11 06:55:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 06:55:00,nodeIn01.ret.org,10.5,0.02,92.43,NA
2014-02-11 06:55:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 07:00:00,nodeId01.ret.org,9,0.08,91.82,NA
2014-02-11 07:00:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 07:00:00,nodeIn01.ret.org,11,0.01,92.43,NA
2014-02-11 07:00:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 07:05:00,nodeId01.ret.org,8.5,0.06,91.81,NA
2014-02-11 07:05:00,nodeId02.ret.org,9.5,0.01,91.67,NA
2014-02-11 07:05:00,nodeIn01.ret.org,11,0.05,92.43,NA
2014-02-11 07:05:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 07:10:00,nodeId01.ret.org,9,0.29,91.81,NA
2014-02-11 07:10:00,nodeId02.ret.org,10,0.01,91.71,NA
2014-02-11 07:10:00,nodeIn01.ret.org,10.5,0.02,92.42,NA
2014-02-11 07:10:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 07:15:00,nodeId01.ret.org,9,0.95,91.81,NA
2014-02-11 07:15:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 07:15:00,nodeIn01.ret.org,11,0.04,92.43,NA
2014-02-11 07:15:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 07:20:00,nodeId01.ret.org,8.5,0.09,91.82,NA
2014-02-11 07:20:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 07:20:00,nodeIn01.ret.org,10.5,0.04,92.44,NA
2014-02-11 07:20:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 07:25:00,nodeId01.ret.org,8.5,0.1,91.83,NA
2014-02-11 07:25:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 07:25:00,nodeIn01.ret.org,10.5,0.05,92.43,NA
2014-02-11 07:25:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 07:30:00,nodeId01.ret.org,8.5,0.05,91.83,NA
2014-02-11 07:30:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 07:30:00,nodeIn01.ret.org,11,0.07,92.4,NA
2014-02-11 07:30:00,nodeIn02.ret.org,12.5,0.01,92.51,NA
2014-02-11 07:35:00,nodeId01.ret.org,8.5,0.06,91.82,NA
2014-02-11 07:35:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 07:35:00,nodeIn01.ret.org,11,0.07,92.42,NA
2014-02-11 07:35:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 07:40:00,nodeId01.ret.org,8.5,0.11,91.82,NA
2014-02-11 07:40:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 07:40:00,nodeIn01.ret.org,11,0.04,92.43,NA
2014-02-11 07:40:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 07:45:00,nodeId01.ret.org,8.5,0.06,91.82,NA
2014-02-11 07:45:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 07:45:00,nodeIn01.ret.org,10.5,0.04,92.44,NA
2014-02-11 07:45:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 07:50:00,nodeId01.ret.org,8.5,0.09,91.81,NA
2014-02-11 07:50:00,nodeId02.ret.org,9.5,0.01,91.67,NA
2014-02-11 07:50:00,nodeIn01.ret.org,10.5,0.09,92.44,NA
2014-02-11 07:50:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 07:55:00,nodeId01.ret.org,8.5,0.1,91.83,NA
2014-02-11 07:55:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 07:55:00,nodeIn01.ret.org,10.5,0.15,92.43,NA
2014-02-11 07:55:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 08:00:00,nodeId01.ret.org,8.5,0.49,91.83,NA
2014-02-11 08:00:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 08:00:00,nodeIn01.ret.org,11.5,0.04,92.44,NA
2014-02-11 08:00:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 08:05:00,nodeId01.ret.org,9,0.09,91.81,NA
2014-02-11 08:05:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 08:05:00,nodeIn01.ret.org,10.5,0.05,92.42,NA
2014-02-11 08:05:00,nodeIn02.ret.org,12.5,0.01,92.52,NA
2014-02-11 08:10:00,nodeId01.ret.org,8.5,0.12,91.81,NA
2014-02-11 08:10:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 08:10:00,nodeIn01.ret.org,10.5,0.05,92.43,NA
2014-02-11 08:10:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 08:15:00,nodeId01.ret.org,8.5,0.1,91.83,NA
2014-02-11 08:15:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 08:15:00,nodeIn01.ret.org,10.5,0.06,92.44,NA
2014-02-11 08:15:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 08:20:00,nodeId01.ret.org,8.5,0.06,91.82,NA
2014-02-11 08:20:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 08:20:00,nodeIn01.ret.org,10.5,0.08,92.42,NA
2014-02-11 08:20:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 08:25:00,nodeId01.ret.org,8.5,0.11,91.82,NA
2014-02-11 08:25:00,nodeId02.ret.org,9,0.01,91.69,NA
2014-02-11 08:25:00,nodeIn01.ret.org,11,0.13,92.44,NA
2014-02-11 08:25:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 08:30:00,nodeId01.ret.org,8.5,0.09,91.82,NA
2014-02-11 08:30:00,nodeId02.ret.org,9,0.01,91.68,NA
2014-02-11 08:30:00,nodeIn01.ret.org,11,0.15,92.44,NA
2014-02-11 08:30:00,nodeIn02.ret.org,12.5,0.01,92.5,NA
2014-02-11 08:35:00,nodeId01.ret.org,8.5,0.11,91.84,NA
2014-02-11 08:35:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 08:35:00,nodeIn01.ret.org,10.5,0.12,92.44,NA
2014-02-11 08:35:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 08:40:00,nodeId01.ret.org,8.5,0.11,91.84,NA
2014-02-11 08:40:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 08:40:00,nodeIn01.ret.org,10.5,0.2,92.44,NA
2014-02-11 08:40:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 08:45:00,nodeId01.ret.org,8.5,0.13,91.82,NA
2014-02-11 08:45:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 08:45:00,nodeIn01.ret.org,11,0.2,92.45,NA
2014-02-11 08:45:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 08:50:00,nodeId01.ret.org,8.5,0.11,91.82,NA
2014-02-11 08:50:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 08:50:00,nodeIn01.ret.org,11,0.2,92.45,NA
2014-02-11 08:50:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 08:55:00,nodeId01.ret.org,8.5,0.14,91.82,NA
2014-02-11 08:55:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 08:55:00,nodeIn01.ret.org,10.5,0.15,92.44,NA
2014-02-11 08:55:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 09:00:00,nodeId01.ret.org,9,0.14,91.83,NA
2014-02-11 09:00:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 09:00:00,nodeIn01.ret.org,11,0.29,92.45,NA
2014-02-11 09:00:00,nodeIn02.ret.org,12.5,0.01,92.51,NA
2014-02-11 09:05:00,nodeId01.ret.org,8.5,0.09,91.82,NA
2014-02-11 09:05:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 09:05:00,nodeIn01.ret.org,10.5,0.17,92.45,NA
2014-02-11 09:05:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 09:10:00,nodeId01.ret.org,8.5,0.11,91.83,NA
2014-02-11 09:10:00,nodeId02.ret.org,10,0.01,91.72,NA
2014-02-11 09:10:00,nodeIn01.ret.org,10.5,0.3,92.44,NA
2014-02-11 09:10:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 09:15:00,nodeId01.ret.org,8.5,0.13,91.82,NA
2014-02-11 09:15:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 09:15:00,nodeIn01.ret.org,11,0.34,92.44,NA
2014-02-11 09:15:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 09:20:00,nodeId01.ret.org,8.5,0.09,91.81,NA
2014-02-11 09:20:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 09:20:00,nodeIn01.ret.org,11,0.18,92.45,NA
2014-02-11 09:20:00,nodeIn02.ret.org,12.5,0.01,92.5,NA
2014-02-11 09:25:00,nodeId01.ret.org,8.5,0.16,91.82,NA
2014-02-11 09:25:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 09:25:00,nodeIn01.ret.org,10.5,0.2,92.44,NA
2014-02-11 09:25:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 09:30:00,nodeId01.ret.org,8.5,0.19,91.83,NA
2014-02-11 09:30:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 09:30:00,nodeIn01.ret.org,11.5,0.23,92.46,NA
2014-02-11 09:30:00,nodeIn02.ret.org,12.5,0.01,92.51,NA
2014-02-11 09:35:00,nodeId01.ret.org,8.5,0.14,91.83,NA
2014-02-11 09:35:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 09:35:00,nodeIn01.ret.org,11,0.31,92.45,NA
2014-02-11 09:35:00,nodeIn02.ret.org,12,0.01,92.5,NA
2014-02-11 09:40:00,nodeId01.ret.org,8.5,0.18,91.82,NA
2014-02-11 09:40:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 09:40:00,nodeIn01.ret.org,11,0.3,92.45,NA
2014-02-11 09:40:00,nodeIn02.ret.org,12,0.01,92.53,NA
2014-02-11 09:45:00,nodeId01.ret.org,8.5,0.17,91.83,NA
2014-02-11 09:45:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 09:45:00,nodeIn01.ret.org,11,0.23,92.46,NA
2014-02-11 09:45:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 09:50:00,nodeId01.ret.org,9,0.19,91.84,NA
2014-02-11 09:50:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 09:50:00,nodeIn01.ret.org,11,0.39,92.45,NA
2014-02-11 09:50:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 09:55:00,nodeId01.ret.org,8.5,0.19,91.84,NA
2014-02-11 09:55:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 09:55:00,nodeIn01.ret.org,11.5,0.34,92.45,NA
2014-02-11 09:55:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 10:00:00,nodeId01.ret.org,9,0.24,91.84,NA
2014-02-11 10:00:00,nodeId02.ret.org,9,0.01,91.69,NA
2014-02-11 10:00:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 10:05:00,nodeId01.ret.org,9.5,0.25,91.83,NA
2014-02-11 10:05:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 10:05:00,nodeIn01.ret.org,11,0.45,92.47,NA
2014-02-11 10:05:00,nodeIn02.ret.org,12,0.01,92.51,NA
2014-02-11 10:10:00,nodeId01.ret.org,8.5,0.25,91.82,NA
2014-02-11 10:10:00,nodeId02.ret.org,9.5,0.01,91.71,NA
2014-02-11 10:10:00,nodeIn01.ret.org,11.5,0.61,92.45,NA
2014-02-11 10:10:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 10:15:00,nodeId01.ret.org,9,0.29,91.8,NA
2014-02-11 10:15:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 10:15:00,nodeIn01.ret.org,11.5,0.58,92.46,NA
2014-02-11 10:15:00,nodeIn02.ret.org,12.5,0.01,92.51,NA
2014-02-11 10:20:00,nodeId01.ret.org,8.5,0.3,91.84,NA
2014-02-11 10:20:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 10:20:00,nodeIn01.ret.org,11,0.43,92.46,NA
2014-02-11 10:20:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 10:25:00,nodeId01.ret.org,8.5,0.25,91.83,NA
2014-02-11 10:25:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 10:25:00,nodeIn01.ret.org,11.5,0.5,92.47,NA
2014-02-11 10:25:00,nodeIn02.ret.org,12.5,0.01,92.53,NA
2014-02-11 10:30:00,nodeId01.ret.org,9,0.37,91.83,NA
2014-02-11 10:30:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 10:30:00,nodeIn01.ret.org,11,0.47,92.46,NA
2014-02-11 10:30:00,nodeIn02.ret.org,13,0.01,92.52,NA
2014-02-11 10:35:00,nodeId01.ret.org,9.5,0.42,91.82,NA
2014-02-11 10:35:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 10:35:00,nodeIn01.ret.org,11,0.51,92.47,NA
2014-02-11 10:35:00,nodeIn02.ret.org,12.5,0.01,92.52,NA
2014-02-11 10:40:00,nodeId01.ret.org,8.5,0.38,91.82,NA
2014-02-11 10:40:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 10:40:00,nodeIn01.ret.org,11,0.55,92.46,NA
2014-02-11 10:40:00,nodeIn02.ret.org,12.5,0.01,92.52,NA
2014-02-11 10:45:00,nodeId01.ret.org,9,0.33,91.83,NA
2014-02-11 10:45:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 10:45:00,nodeIn01.ret.org,11,0.5,92.47,NA
2014-02-11 10:45:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 10:50:00,nodeId01.ret.org,9,0.34,91.83,NA
2014-02-11 10:50:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 10:50:00,nodeIn01.ret.org,11,0.62,92.48,NA
2014-02-11 10:50:00,nodeIn02.ret.org,12,0.01,92.52,NA
2014-02-11 10:55:00,nodeId01.ret.org,9,0.37,91.83,NA
2014-02-11 10:55:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 10:55:00,nodeIn01.ret.org,11.5,0.43,92.47,NA
2014-02-11 10:55:00,nodeIn02.ret.org,12.5,0.01,92.52,NA
2014-02-11 11:00:00,nodeId01.ret.org,9,0.4,91.83,NA
2014-02-11 11:00:00,nodeId02.ret.org,9.5,0.01,91.68,NA
2014-02-11 11:00:00,nodeIn01.ret.org,11.5,0.53,92.47,NA
2014-02-11 11:00:00,nodeIn02.ret.org,12.5,0.01,92.52,NA
2014-02-11 11:05:00,nodeId01.ret.org,9.5,0.33,91.83,NA
2014-02-11 11:05:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 11:05:00,nodeIn01.ret.org,11,0.48,92.48,NA
2014-02-11 11:05:00,nodeIn02.ret.org,12,0.01,92.53,NA
2014-02-11 11:10:00,nodeId01.ret.org,9,0.4,91.84,NA
2014-02-11 11:10:00,nodeId02.ret.org,9.5,0.01,91.7,NA
2014-02-11 11:10:00,nodeIn01.ret.org,11,0.41,92.48,NA
2014-02-11 11:10:00,nodeIn02.ret.org,12,0.01,92.53,NA
2014-02-11 11:15:00,nodeId01.ret.org,9.5,0.53,91.84,NA
2014-02-11 11:15:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 11:15:00,nodeIn01.ret.org,10.5,0.41,92.47,NA
2014-02-11 11:15:00,nodeIn02.ret.org,12,0.01,92.53,NA
2014-02-11 11:20:00,nodeId02.ret.org,9.5,0.01,91.69,NA
2014-02-11 11:20:00,nodeIn01.ret.org,11,0.47,92.47,NA
2014-02-11 11:20:00,nodeIn02.ret.org,12,0.01,92.52,NA
